date_id,full_date,year,month,day,weeknum,day_of_week,quarter
556,2012-07-09,2012,7,9,28,Monday,3
557,2012-07-10,2012,7,10,28,Tuesday,3
558,2012-07-11,2012,7,11,28,Wednesday,3
559,2012-07-12,2012,7,12,28,Thursday,3
560,2012-07-13,2012,7,13,28,Friday,3
561,2012-07-14,2012,7,14,28,Saturday,3
562,2012-07-15,2012,7,15,28,Sunday,3
563,2012-07-16,2012,7,16,29,Monday,3
564,2012-07-17,2012,7,17,29,Tuesday,3
565,2012-07-18,2012,7,18,29,Wednesday,3
566,2012-07-19,2012,7,19,29,Thursday,3
567,2012-07-20,2012,7,20,29,Friday,3
568,2012-07-21,2012,7,21,29,Saturday,3
569,2012-07-22,2012,7,22,29,Sunday,3
570,2012-07-23,2012,7,23,30,Monday,3
571,2012-07-24,2012,7,24,30,Tuesday,3
572,2012-07-25,2012,7,25,30,Wednesday,3
573,2012-07-26,2012,7,26,30,Thursday,3
574,2012-07-27,2012,7,27,30,Friday,3
575,2012-07-28,2012,7,28,30,Saturday,3
576,2012-07-29,2012,7,29,30,Sunday,3
577,2012-07-30,2012,7,30,31,Monday,3
578,2012-07-31,2012,7,31,31,Tuesday,3
579,2012-08-01,2012,8,1,31,Wednesday,3
580,2012-08-02,2012,8,2,31,Thursday,3
581,2012-08-03,2012,8,3,31,Friday,3
582,2012-08-04,2012,8,4,31,Saturday,3
583,2012-08-05,2012,8,5,31,Sunday,3
584,2012-08-06,2012,8,6,32,Monday,3
585,2012-08-07,2012,8,7,32,Tuesday,3
586,2012-08-08,2012,8,8,32,Wednesday,3
587,2012-08-09,2012,8,9,32,Thursday,3
588,2012-08-10,2012,8,10,32,Friday,3
589,2012-08-11,2012,8,11,32,Saturday,3
590,2012-08-12,2012,8,12,32,Sunday,3
591,2012-08-13,2012,8,13,33,Monday,3
592,2012-08-14,2012,8,14,33,Tuesday,3
593,2012-08-15,2012,8,15,33,Wednesday,3
594,2012-08-16,2012,8,16,33,Thursday,3
595,2012-08-17,2012,8,17,33,Friday,3
596,2012-08-18,2012,8,18,33,Saturday,3
597,2012-08-19,2012,8,19,33,Sunday,3
598,2012-08-20,2012,8,20,34,Monday,3
599,2012-08-21,2012,8,21,34,Tuesday,3
600,2012-08-22,2012,8,22,34,Wednesday,3
601,2012-08-23,2012,8,23,34,Thursday,3
602,2012-08-24,2012,8,24,34,Friday,3
603,2012-08-25,2012,8,25,34,Saturday,3
604,2012-08-26,2012,8,26,34,Sunday,3
605,2012-08-27,2012,8,27,35,Monday,3
606,2012-08-28,2012,8,28,35,Tuesday,3
607,2012-08-29,2012,8,29,35,Wednesday,3
608,2012-08-30,2012,8,30,35,Thursday,3
609,2012-08-31,2012,8,31,35,Friday,3
610,2012-09-01,2012,9,1,35,Saturday,3
611,2012-09-02,2012,9,2,35,Sunday,3
612,2012-09-03,2012,9,3,36,Monday,3
613,2012-09-04,2012,9,4,36,Tuesday,3
614,2012-09-05,2012,9,5,36,Wednesday,3
615,2012-09-06,2012,9,6,36,Thursday,3
616,2012-09-07,2012,9,7,36,Friday,3
617,2012-09-08,2012,9,8,36,Saturday,3
618,2012-09-09,2012,9,9,36,Sunday,3
619,2012-09-10,2012,9,10,37,Monday,3
620,2012-09-11,2012,9,11,37,Tuesday,3
621,2012-09-12,2012,9,12,37,Wednesday,3
622,2012-09-13,2012,9,13,37,Thursday,3
623,2012-09-14,2012,9,14,37,Friday,3
624,2012-09-15,2012,9,15,37,Saturday,3
625,2012-09-16,2012,9,16,37,Sunday,3
626,2012-09-17,2012,9,17,38,Monday,3
627,2012-09-18,2012,9,18,38,Tuesday,3
628,2012-09-19,2012,9,19,38,Wednesday,3
629,2012-09-20,2012,9,20,38,Thursday,3
630,2012-09-21,2012,9,21,38,Friday,3
631,2012-09-22,2012,9,22,38,Saturday,3
632,2012-09-23,2012,9,23,38,Sunday,3
633,2012-09-24,2012,9,24,39,Monday,3
634,2012-09-25,2012,9,25,39,Tuesday,3
635,2012-09-26,2012,9,26,39,Wednesday,3
636,2012-09-27,2012,9,27,39,Thursday,3
637,2012-09-28,2012,9,28,39,Friday,3
638,2012-09-29,2012,9,29,39,Saturday,3
639,2012-09-30,2012,9,30,39,Sunday,3
640,2012-10-01,2012,10,1,40,Monday,4
641,2012-10-02,2012,10,2,40,Tuesday,4
642,2012-10-03,2012,10,3,40,Wednesday,4
643,2012-10-04,2012,10,4,40,Thursday,4
644,2012-10-05,2012,10,5,40,Friday,4
645,2012-10-06,2012,10,6,40,Saturday,4
646,2012-10-07,2012,10,7,40,Sunday,4
647,2012-10-08,2012,10,8,41,Monday,4
648,2012-10-09,2012,10,9,41,Tuesday,4
649,2012-10-10,2012,10,10,41,Wednesday,4
650,2012-10-11,2012,10,11,41,Thursday,4
651,2012-10-12,2012,10,12,41,Friday,4
652,2012-10-13,2012,10,13,41,Saturday,4
653,2012-10-14,2012,10,14,41,Sunday,4
654,2012-10-15,2012,10,15,42,Monday,4
655,2012-10-16,2012,10,16,42,Tuesday,4
656,2012-10-17,2012,10,17,42,Wednesday,4
657,2012-10-18,2012,10,18,42,Thursday,4
658,2012-10-19,2012,10,19,42,Friday,4
659,2012-10-20,2012,10,20,42,Saturday,4
660,2012-10-21,2012,10,21,42,Sunday,4
661,2012-10-22,2012,10,22,43,Monday,4
662,2012-10-23,2012,10,23,43,Tuesday,4
663,2012-10-24,2012,10,24,43,Wednesday,4
664,2012-10-25,2012,10,25,43,Thursday,4
665,2012-10-26,2012,10,26,43,Friday,4
666,2012-10-27,2012,10,27,43,Saturday,4
667,2012-10-28,2012,10,28,43,Sunday,4
668,2012-10-29,2012,10,29,44,Monday,4
669,2012-10-30,2012,10,30,44,Tuesday,4
670,2012-10-31,2012,10,31,44,Wednesday,4
671,2012-11-01,2012,11,1,44,Thursday,4
672,2012-11-02,2012,11,2,44,Friday,4
673,2012-11-03,2012,11,3,44,Saturday,4
674,2012-11-04,2012,11,4,44,Sunday,4
675,2012-11-05,2012,11,5,45,Monday,4
676,2012-11-06,2012,11,6,45,Tuesday,4
677,2012-11-07,2012,11,7,45,Wednesday,4
678,2012-11-08,2012,11,8,45,Thursday,4
679,2012-11-09,2012,11,9,45,Friday,4
680,2012-11-10,2012,11,10,45,Saturday,4
681,2012-11-11,2012,11,11,45,Sunday,4
682,2012-11-12,2012,11,12,46,Monday,4
683,2012-11-13,2012,11,13,46,Tuesday,4
684,2012-11-14,2012,11,14,46,Wednesday,4
685,2012-11-15,2012,11,15,46,Thursday,4
686,2012-11-16,2012,11,16,46,Friday,4
687,2012-11-17,2012,11,17,46,Saturday,4
688,2012-11-18,2012,11,18,46,Sunday,4
689,2012-11-19,2012,11,19,47,Monday,4
690,2012-11-20,2012,11,20,47,Tuesday,4
691,2012-11-21,2012,11,21,47,Wednesday,4
692,2012-11-22,2012,11,22,47,Thursday,4
693,2012-11-23,2012,11,23,47,Friday,4
694,2012-11-24,2012,11,24,47,Saturday,4
695,2012-11-25,2012,11,25,47,Sunday,4
696,2012-11-26,2012,11,26,48,Monday,4
697,2012-11-27,2012,11,27,48,Tuesday,4
698,2012-11-28,2012,11,28,48,Wednesday,4
699,2012-11-29,2012,11,29,48,Thursday,4
700,2012-11-30,2012,11,30,48,Friday,4
701,2012-12-01,2012,12,1,48,Saturday,4
702,2012-12-02,2012,12,2,48,Sunday,4
703,2012-12-03,2012,12,3,49,Monday,4
704,2012-12-04,2012,12,4,49,Tuesday,4
705,2012-12-05,2012,12,5,49,Wednesday,4
706,2012-12-06,2012,12,6,49,Thursday,4
707,2012-12-07,2012,12,7,49,Friday,4
708,2012-12-08,2012,12,8,49,Saturday,4
709,2012-12-09,2012,12,9,49,Sunday,4
710,2012-12-10,2012,12,10,50,Monday,4
711,2012-12-11,2012,12,11,50,Tuesday,4
712,2012-12-12,2012,12,12,50,Wednesday,4
713,2012-12-13,2012,12,13,50,Thursday,4
714,2012-12-14,2012,12,14,50,Friday,4
715,2012-12-15,2012,12,15,50,Saturday,4
716,2012-12-16,2012,12,16,50,Sunday,4
717,2012-12-17,2012,12,17,51,Monday,4
718,2012-12-18,2012,12,18,51,Tuesday,4
719,2012-12-19,2012,12,19,51,Wednesday,4
720,2012-12-20,2012,12,20,51,Thursday,4
721,2012-12-21,2012,12,21,51,Friday,4
722,2012-12-22,2012,12,22,51,Saturday,4
723,2012-12-23,2012,12,23,51,Sunday,4
724,2012-12-24,2012,12,24,52,Monday,4
725,2012-12-25,2012,12,25,52,Tuesday,4
726,2012-12-26,2012,12,26,52,Wednesday,4
727,2012-12-27,2012,12,27,52,Thursday,4
728,2012-12-28,2012,12,28,52,Friday,4
729,2012-12-29,2012,12,29,52,Saturday,4
730,2012-12-30,2012,12,30,52,Sunday,4
731,2012-12-31,2012,12,31,1,Monday,4
732,2013-01-01,2013,1,1,1,Tuesday,1
733,2013-01-02,2013,1,2,1,Wednesday,1
734,2013-01-03,2013,1,3,1,Thursday,1
735,2013-01-04,2013,1,4,1,Friday,1
736,2013-01-05,2013,1,5,1,Saturday,1
737,2013-01-06,2013,1,6,1,Sunday,1
738,2013-01-07,2013,1,7,2,Monday,1
739,2013-01-08,2013,1,8,2,Tuesday,1
740,2013-01-09,2013,1,9,2,Wednesday,1
741,2013-01-10,2013,1,10,2,Thursday,1
742,2013-01-11,2013,1,11,2,Friday,1
743,2013-01-12,2013,1,12,2,Saturday,1
744,2013-01-13,2013,1,13,2,Sunday,1
745,2013-01-14,2013,1,14,3,Monday,1
746,2013-01-15,2013,1,15,3,Tuesday,1
747,2013-01-16,2013,1,16,3,Wednesday,1
748,2013-01-17,2013,1,17,3,Thursday,1
749,2013-01-18,2013,1,18,3,Friday,1
750,2013-01-19,2013,1,19,3,Saturday,1
751,2013-01-20,2013,1,20,3,Sunday,1
752,2013-01-21,2013,1,21,4,Monday,1
753,2013-01-22,2013,1,22,4,Tuesday,1
754,2013-01-23,2013,1,23,4,Wednesday,1
755,2013-01-24,2013,1,24,4,Thursday,1
756,2013-01-25,2013,1,25,4,Friday,1
757,2013-01-26,2013,1,26,4,Saturday,1
758,2013-01-27,2013,1,27,4,Sunday,1
759,2013-01-28,2013,1,28,5,Monday,1
760,2013-01-29,2013,1,29,5,Tuesday,1
761,2013-01-30,2013,1,30,5,Wednesday,1
762,2013-01-31,2013,1,31,5,Thursday,1
763,2013-02-01,2013,2,1,5,Friday,1
764,2013-02-02,2013,2,2,5,Saturday,1
765,2013-02-03,2013,2,3,5,Sunday,1
766,2013-02-04,2013,2,4,6,Monday,1
767,2013-02-05,2013,2,5,6,Tuesday,1
768,2013-02-06,2013,2,6,6,Wednesday,1
769,2013-02-07,2013,2,7,6,Thursday,1
770,2013-02-08,2013,2,8,6,Friday,1
771,2013-02-09,2013,2,9,6,Saturday,1
772,2013-02-10,2013,2,10,6,Sunday,1
773,2013-02-11,2013,2,11,7,Monday,1
774,2013-02-12,2013,2,12,7,Tuesday,1
775,2013-02-13,2013,2,13,7,Wednesday,1
776,2013-02-14,2013,2,14,7,Thursday,1
777,2013-02-15,2013,2,15,7,Friday,1
778,2013-02-16,2013,2,16,7,Saturday,1
779,2013-02-17,2013,2,17,7,Sunday,1
780,2013-02-18,2013,2,18,8,Monday,1
781,2013-02-19,2013,2,19,8,Tuesday,1
782,2013-02-20,2013,2,20,8,Wednesday,1
783,2013-02-21,2013,2,21,8,Thursday,1
784,2013-02-22,2013,2,22,8,Friday,1
785,2013-02-23,2013,2,23,8,Saturday,1
786,2013-02-24,2013,2,24,8,Sunday,1
787,2013-02-25,2013,2,25,9,Monday,1
788,2013-02-26,2013,2,26,9,Tuesday,1
789,2013-02-27,2013,2,27,9,Wednesday,1
790,2013-02-28,2013,2,28,9,Thursday,1
791,2013-03-01,2013,3,1,9,Friday,1
792,2013-03-02,2013,3,2,9,Saturday,1
793,2013-03-03,2013,3,3,9,Sunday,1
794,2013-03-04,2013,3,4,10,Monday,1
795,2013-03-05,2013,3,5,10,Tuesday,1
796,2013-03-06,2013,3,6,10,Wednesday,1
797,2013-03-07,2013,3,7,10,Thursday,1
798,2013-03-08,2013,3,8,10,Friday,1
799,2013-03-09,2013,3,9,10,Saturday,1
800,2013-03-10,2013,3,10,10,Sunday,1
801,2013-03-11,2013,3,11,11,Monday,1
802,2013-03-12,2013,3,12,11,Tuesday,1
803,2013-03-13,2013,3,13,11,Wednesday,1
804,2013-03-14,2013,3,14,11,Thursday,1
805,2013-03-15,2013,3,15,11,Friday,1
806,2013-03-16,2013,3,16,11,Saturday,1
807,2013-03-17,2013,3,17,11,Sunday,1
808,2013-03-18,2013,3,18,12,Monday,1
809,2013-03-19,2013,3,19,12,Tuesday,1
810,2013-03-20,2013,3,20,12,Wednesday,1
811,2013-03-21,2013,3,21,12,Thursday,1
812,2013-03-22,2013,3,22,12,Friday,1
813,2013-03-23,2013,3,23,12,Saturday,1
814,2013-03-24,2013,3,24,12,Sunday,1
815,2013-03-25,2013,3,25,13,Monday,1
816,2013-03-26,2013,3,26,13,Tuesday,1
817,2013-03-27,2013,3,27,13,Wednesday,1
818,2013-03-28,2013,3,28,13,Thursday,1
819,2013-03-29,2013,3,29,13,Friday,1
820,2013-03-30,2013,3,30,13,Saturday,1
821,2013-03-31,2013,3,31,13,Sunday,1
822,2013-04-01,2013,4,1,14,Monday,2
823,2013-04-02,2013,4,2,14,Tuesday,2
824,2013-04-03,2013,4,3,14,Wednesday,2
825,2013-04-04,2013,4,4,14,Thursday,2
826,2013-04-05,2013,4,5,14,Friday,2
827,2013-04-06,2013,4,6,14,Saturday,2
828,2013-04-07,2013,4,7,14,Sunday,2
829,2013-04-08,2013,4,8,15,Monday,2
830,2013-04-09,2013,4,9,15,Tuesday,2
831,2013-04-10,2013,4,10,15,Wednesday,2
832,2013-04-11,2013,4,11,15,Thursday,2
833,2013-04-12,2013,4,12,15,Friday,2
834,2013-04-13,2013,4,13,15,Saturday,2
835,2013-04-14,2013,4,14,15,Sunday,2
836,2013-04-15,2013,4,15,16,Monday,2
837,2013-04-16,2013,4,16,16,Tuesday,2
838,2013-04-17,2013,4,17,16,Wednesday,2
839,2013-04-18,2013,4,18,16,Thursday,2
840,2013-04-19,2013,4,19,16,Friday,2
841,2013-04-20,2013,4,20,16,Saturday,2
842,2013-04-21,2013,4,21,16,Sunday,2
843,2013-04-22,2013,4,22,17,Monday,2
844,2013-04-23,2013,4,23,17,Tuesday,2
845,2013-04-24,2013,4,24,17,Wednesday,2
846,2013-04-25,2013,4,25,17,Thursday,2
847,2013-04-26,2013,4,26,17,Friday,2
848,2013-04-27,2013,4,27,17,Saturday,2
849,2013-04-28,2013,4,28,17,Sunday,2
850,2013-04-29,2013,4,29,18,Monday,2
851,2013-04-30,2013,4,30,18,Tuesday,2
852,2013-05-01,2013,5,1,18,Wednesday,2
853,2013-05-02,2013,5,2,18,Thursday,2
854,2013-05-03,2013,5,3,18,Friday,2
855,2013-05-04,2013,5,4,18,Saturday,2
856,2013-05-05,2013,5,5,18,Sunday,2
857,2013-05-06,2013,5,6,19,Monday,2
858,2013-05-07,2013,5,7,19,Tuesday,2
859,2013-05-08,2013,5,8,19,Wednesday,2
860,2013-05-09,2013,5,9,19,Thursday,2
861,2013-05-10,2013,5,10,19,Friday,2
862,2013-05-11,2013,5,11,19,Saturday,2
863,2013-05-12,2013,5,12,19,Sunday,2
864,2013-05-13,2013,5,13,20,Monday,2
865,2013-05-14,2013,5,14,20,Tuesday,2
866,2013-05-15,2013,5,15,20,Wednesday,2
867,2013-05-16,2013,5,16,20,Thursday,2
868,2013-05-17,2013,5,17,20,Friday,2
869,2013-05-18,2013,5,18,20,Saturday,2
870,2013-05-19,2013,5,19,20,Sunday,2
871,2013-05-20,2013,5,20,21,Monday,2
872,2013-05-21,2013,5,21,21,Tuesday,2
873,2013-05-22,2013,5,22,21,Wednesday,2
874,2013-05-23,2013,5,23,21,Thursday,2
875,2013-05-24,2013,5,24,21,Friday,2
876,2013-05-25,2013,5,25,21,Saturday,2
877,2013-05-26,2013,5,26,21,Sunday,2
878,2013-05-27,2013,5,27,22,Monday,2
879,2013-05-28,2013,5,28,22,Tuesday,2
880,2013-05-29,2013,5,29,22,Wednesday,2
881,2013-05-30,2013,5,30,22,Thursday,2
882,2013-05-31,2013,5,31,22,Friday,2
883,2013-06-01,2013,6,1,22,Saturday,2
884,2013-06-02,2013,6,2,22,Sunday,2
885,2013-06-03,2013,6,3,23,Monday,2
886,2013-06-04,2013,6,4,23,Tuesday,2
887,2013-06-05,2013,6,5,23,Wednesday,2
888,2013-06-06,2013,6,6,23,Thursday,2
889,2013-06-07,2013,6,7,23,Friday,2
890,2013-06-08,2013,6,8,23,Saturday,2
891,2013-06-09,2013,6,9,23,Sunday,2
892,2013-06-10,2013,6,10,24,Monday,2
893,2013-06-11,2013,6,11,24,Tuesday,2
894,2013-06-12,2013,6,12,24,Wednesday,2
895,2013-06-13,2013,6,13,24,Thursday,2
896,2013-06-14,2013,6,14,24,Friday,2
897,2013-06-15,2013,6,15,24,Saturday,2
898,2013-06-16,2013,6,16,24,Sunday,2
899,2013-06-17,2013,6,17,25,Monday,2
900,2013-06-18,2013,6,18,25,Tuesday,2
901,2013-06-19,2013,6,19,25,Wednesday,2
902,2013-06-20,2013,6,20,25,Thursday,2
903,2013-06-21,2013,6,21,25,Friday,2
904,2013-06-22,2013,6,22,25,Saturday,2
905,2013-06-23,2013,6,23,25,Sunday,2
906,2013-06-24,2013,6,24,26,Monday,2
907,2013-06-25,2013,6,25,26,Tuesday,2
908,2013-06-26,2013,6,26,26,Wednesday,2
909,2013-06-27,2013,6,27,26,Thursday,2
910,2013-06-28,2013,6,28,26,Friday,2
911,2013-06-29,2013,6,29,26,Saturday,2
912,2013-06-30,2013,6,30,26,Sunday,2
913,2013-07-01,2013,7,1,27,Monday,3
914,2013-07-02,2013,7,2,27,Tuesday,3
915,2013-07-03,2013,7,3,27,Wednesday,3
916,2013-07-04,2013,7,4,27,Thursday,3
917,2013-07-05,2013,7,5,27,Friday,3
918,2013-07-06,2013,7,6,27,Saturday,3
919,2013-07-07,2013,7,7,27,Sunday,3
920,2013-07-08,2013,7,8,28,Monday,3
921,2013-07-09,2013,7,9,28,Tuesday,3
922,2013-07-10,2013,7,10,28,Wednesday,3
923,2013-07-11,2013,7,11,28,Thursday,3
924,2013-07-12,2013,7,12,28,Friday,3
925,2013-07-13,2013,7,13,28,Saturday,3
926,2013-07-14,2013,7,14,28,Sunday,3
927,2013-07-15,2013,7,15,29,Monday,3
928,2013-07-16,2013,7,16,29,Tuesday,3
929,2013-07-17,2013,7,17,29,Wednesday,3
930,2013-07-18,2013,7,18,29,Thursday,3
931,2013-07-19,2013,7,19,29,Friday,3
932,2013-07-20,2013,7,20,29,Saturday,3
933,2013-07-21,2013,7,21,29,Sunday,3
934,2013-07-22,2013,7,22,30,Monday,3
935,2013-07-23,2013,7,23,30,Tuesday,3
936,2013-07-24,2013,7,24,30,Wednesday,3
937,2013-07-25,2013,7,25,30,Thursday,3
938,2013-07-26,2013,7,26,30,Friday,3
939,2013-07-27,2013,7,27,30,Saturday,3
940,2013-07-28,2013,7,28,30,Sunday,3
941,2013-07-29,2013,7,29,31,Monday,3
942,2013-07-30,2013,7,30,31,Tuesday,3
943,2013-07-31,2013,7,31,31,Wednesday,3
944,2013-08-01,2013,8,1,31,Thursday,3
945,2013-08-02,2013,8,2,31,Friday,3
946,2013-08-03,2013,8,3,31,Saturday,3
947,2013-08-04,2013,8,4,31,Sunday,3
948,2013-08-05,2013,8,5,32,Monday,3
949,2013-08-06,2013,8,6,32,Tuesday,3
950,2013-08-07,2013,8,7,32,Wednesday,3
951,2013-08-08,2013,8,8,32,Thursday,3
952,2013-08-09,2013,8,9,32,Friday,3
953,2013-08-10,2013,8,10,32,Saturday,3
954,2013-08-11,2013,8,11,32,Sunday,3
955,2013-08-12,2013,8,12,33,Monday,3
956,2013-08-13,2013,8,13,33,Tuesday,3
957,2013-08-14,2013,8,14,33,Wednesday,3
958,2013-08-15,2013,8,15,33,Thursday,3
959,2013-08-16,2013,8,16,33,Friday,3
960,2013-08-17,2013,8,17,33,Saturday,3
961,2013-08-18,2013,8,18,33,Sunday,3
962,2013-08-19,2013,8,19,34,Monday,3
963,2013-08-20,2013,8,20,34,Tuesday,3
964,2013-08-21,2013,8,21,34,Wednesday,3
965,2013-08-22,2013,8,22,34,Thursday,3
966,2013-08-23,2013,8,23,34,Friday,3
967,2013-08-24,2013,8,24,34,Saturday,3
968,2013-08-25,2013,8,25,34,Sunday,3
969,2013-08-26,2013,8,26,35,Monday,3
970,2013-08-27,2013,8,27,35,Tuesday,3
971,2013-08-28,2013,8,28,35,Wednesday,3
972,2013-08-29,2013,8,29,35,Thursday,3
973,2013-08-30,2013,8,30,35,Friday,3
974,2013-08-31,2013,8,31,35,Saturday,3
975,2013-09-01,2013,9,1,35,Sunday,3
976,2013-09-02,2013,9,2,36,Monday,3
977,2013-09-03,2013,9,3,36,Tuesday,3
978,2013-09-04,2013,9,4,36,Wednesday,3
979,2013-09-05,2013,9,5,36,Thursday,3
980,2013-09-06,2013,9,6,36,Friday,3
981,2013-09-07,2013,9,7,36,Saturday,3
982,2013-09-08,2013,9,8,36,Sunday,3
983,2013-09-09,2013,9,9,37,Monday,3
984,2013-09-10,2013,9,10,37,Tuesday,3
985,2013-09-11,2013,9,11,37,Wednesday,3
986,2013-09-12,2013,9,12,37,Thursday,3
987,2013-09-13,2013,9,13,37,Friday,3
988,2013-09-14,2013,9,14,37,Saturday,3
989,2013-09-15,2013,9,15,37,Sunday,3
990,2013-09-16,2013,9,16,38,Monday,3
991,2013-09-17,2013,9,17,38,Tuesday,3
992,2013-09-18,2013,9,18,38,Wednesday,3
993,2013-09-19,2013,9,19,38,Thursday,3
994,2013-09-20,2013,9,20,38,Friday,3
995,2013-09-21,2013,9,21,38,Saturday,3
996,2013-09-22,2013,9,22,38,Sunday,3
997,2013-09-23,2013,9,23,39,Monday,3
998,2013-09-24,2013,9,24,39,Tuesday,3
999,2013-09-25,2013,9,25,39,Wednesday,3
1000,2013-09-26,2013,9,26,39,Thursday,3
1001,2013-09-27,2013,9,27,39,Friday,3
1002,2013-09-28,2013,9,28,39,Saturday,3
1003,2013-09-29,2013,9,29,39,Sunday,3
1004,2013-09-30,2013,9,30,40,Monday,3
1005,2013-10-01,2013,10,1,40,Tuesday,4
1006,2013-10-02,2013,10,2,40,Wednesday,4
1007,2013-10-03,2013,10,3,40,Thursday,4
1008,2013-10-04,2013,10,4,40,Friday,4
1009,2013-10-05,2013,10,5,40,Saturday,4
1010,2013-10-06,2013,10,6,40,Sunday,4
1011,2013-10-07,2013,10,7,41,Monday,4
1012,2013-10-08,2013,10,8,41,Tuesday,4
1013,2013-10-09,2013,10,9,41,Wednesday,4
1014,2013-10-10,2013,10,10,41,Thursday,4
1015,2013-10-11,2013,10,11,41,Friday,4
1016,2013-10-12,2013,10,12,41,Saturday,4
1017,2013-10-13,2013,10,13,41,Sunday,4
1018,2013-10-14,2013,10,14,42,Monday,4
1019,2013-10-15,2013,10,15,42,Tuesday,4
1020,2013-10-16,2013,10,16,42,Wednesday,4
1021,2013-10-17,2013,10,17,42,Thursday,4
1022,2013-10-18,2013,10,18,42,Friday,4
1023,2013-10-19,2013,10,19,42,Saturday,4
1024,2013-10-20,2013,10,20,42,Sunday,4
1025,2013-10-21,2013,10,21,43,Monday,4
1026,2013-10-22,2013,10,22,43,Tuesday,4
1027,2013-10-23,2013,10,23,43,Wednesday,4
1028,2013-10-24,2013,10,24,43,Thursday,4
1029,2013-10-25,2013,10,25,43,Friday,4
1030,2013-10-26,2013,10,26,43,Saturday,4
1031,2013-10-27,2013,10,27,43,Sunday,4
1032,2013-10-28,2013,10,28,44,Monday,4
1033,2013-10-29,2013,10,29,44,Tuesday,4
1034,2013-10-30,2013,10,30,44,Wednesday,4
1035,2013-10-31,2013,10,31,44,Thursday,4
1036,2013-11-01,2013,11,1,44,Friday,4
1037,2013-11-02,2013,11,2,44,Saturday,4
1038,2013-11-03,2013,11,3,44,Sunday,4
1039,2013-11-04,2013,11,4,45,Monday,4
1040,2013-11-05,2013,11,5,45,Tuesday,4
1041,2013-11-06,2013,11,6,45,Wednesday,4
1042,2013-11-07,2013,11,7,45,Thursday,4
1043,2013-11-08,2013,11,8,45,Friday,4
1044,2013-11-09,2013,11,9,45,Saturday,4
1045,2013-11-10,2013,11,10,45,Sunday,4
1046,2013-11-11,2013,11,11,46,Monday,4
1047,2013-11-12,2013,11,12,46,Tuesday,4
1048,2013-11-13,2013,11,13,46,Wednesday,4
1049,2013-11-14,2013,11,14,46,Thursday,4
1050,2013-11-15,2013,11,15,46,Friday,4
1051,2013-11-16,2013,11,16,46,Saturday,4
1052,2013-11-17,2013,11,17,46,Sunday,4
1053,2013-11-18,2013,11,18,47,Monday,4
1054,2013-11-19,2013,11,19,47,Tuesday,4
1055,2013-11-20,2013,11,20,47,Wednesday,4
1056,2013-11-21,2013,11,21,47,Thursday,4
1057,2013-11-22,2013,11,22,47,Friday,4
1058,2013-11-23,2013,11,23,47,Saturday,4
1059,2013-11-24,2013,11,24,47,Sunday,4
1060,2013-11-25,2013,11,25,48,Monday,4
1061,2013-11-26,2013,11,26,48,Tuesday,4
1062,2013-11-27,2013,11,27,48,Wednesday,4
1063,2013-11-28,2013,11,28,48,Thursday,4
1064,2013-11-29,2013,11,29,48,Friday,4
1065,2013-11-30,2013,11,30,48,Saturday,4
1066,2013-12-01,2013,12,1,48,Sunday,4
1067,2013-12-02,2013,12,2,49,Monday,4
1068,2013-12-03,2013,12,3,49,Tuesday,4
1069,2013-12-04,2013,12,4,49,Wednesday,4
1070,2013-12-05,2013,12,5,49,Thursday,4
1071,2013-12-06,2013,12,6,49,Friday,4
1072,2013-12-07,2013,12,7,49,Saturday,4
1073,2013-12-08,2013,12,8,49,Sunday,4
1074,2013-12-09,2013,12,9,50,Monday,4
1075,2013-12-10,2013,12,10,50,Tuesday,4
1076,2013-12-11,2013,12,11,50,Wednesday,4
1077,2013-12-12,2013,12,12,50,Thursday,4
1078,2013-12-13,2013,12,13,50,Friday,4
1079,2013-12-14,2013,12,14,50,Saturday,4
1080,2013-12-15,2013,12,15,50,Sunday,4
1081,2013-12-16,2013,12,16,51,Monday,4
1082,2013-12-17,2013,12,17,51,Tuesday,4
1083,2013-12-18,2013,12,18,51,Wednesday,4
1084,2013-12-19,2013,12,19,51,Thursday,4
1085,2013-12-20,2013,12,20,51,Friday,4
1086,2013-12-21,2013,12,21,51,Saturday,4
1087,2013-12-22,2013,12,22,51,Sunday,4
1088,2013-12-23,2013,12,23,52,Monday,4
1089,2013-12-24,2013,12,24,52,Tuesday,4
1090,2013-12-25,2013,12,25,52,Wednesday,4
1091,2013-12-26,2013,12,26,52,Thursday,4
1092,2013-12-27,2013,12,27,52,Friday,4
1093,2013-12-28,2013,12,28,52,Saturday,4
1094,2013-12-29,2013,12,29,52,Sunday,4
1095,2013-12-30,2013,12,30,1,Monday,4
1096,2013-12-31,2013,12,31,1,Tuesday,4
1097,2014-01-01,2014,1,1,1,Wednesday,1
1098,2014-01-02,2014,1,2,1,Thursday,1
1099,2014-01-03,2014,1,3,1,Friday,1
1100,2014-01-04,2014,1,4,1,Saturday,1
1101,2014-01-05,2014,1,5,1,Sunday,1
1102,2014-01-06,2014,1,6,2,Monday,1
1103,2014-01-07,2014,1,7,2,Tuesday,1
1104,2014-01-08,2014,1,8,2,Wednesday,1
1105,2014-01-09,2014,1,9,2,Thursday,1
1106,2014-01-10,2014,1,10,2,Friday,1
1107,2014-01-11,2014,1,11,2,Saturday,1
1108,2014-01-12,2014,1,12,2,Sunday,1
1109,2014-01-13,2014,1,13,3,Monday,1
